URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.22,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.22",JDV_OBP_ModeDebutTravail_CISIS,JDV_OBP_ModeDebutTravail_CISIS,"JDV_OBP_ModeDebutTravail_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.23,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.23",JDV_OBP_ModeNaissance_CISIS,JDV_OBP_ModeNaissance_CISIS,"JDV_OBP_ModeNaissance_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.24,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.24",JDV_OBP_MotifDeclenchementTravail_CISIS,JDV_OBP_MotifDeclenchementTravail_CISIS,"JDV_OBP_MotifDeclenchementTravail_CISIS",,"Internal,THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.25,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.25",JDV_OBP_PresentationFoetale_CISIS,JDV_OBP_PresentationFoetale_CISIS,"JDV_OBP_PresentationFoetale_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.26,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.26",JDV_OBP_QuantiteLA_CISIS,JDV_OBP_QuantiteLA_CISIS,"JDV_OBP_QuantiteLA_CISIS",,"Internal,THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.27,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.27",JDV_OBP_TypeAnesthesieApresNaissance_CISIS,JDV_OBP_TypeAnesthesieApresNaissance_CISIS,"JDV_OBP_TypeAnesthesieApresNaissance_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.28,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.28",JDV_OBP_TypeAnesthesieAvantNaissance_CISIS,JDV_OBP_TypeAnesthesieAvantNaissance_CISIS,"JDV_OBP_TypeAnesthesieAvantNaissance_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.29,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.29",JDV_OBP_TypeInterventionVoieBasse_CISIS,JDV_OBP_TypeInterventionVoieBasse_CISIS,"JDV_OBP_TypeInterventionVoieBasse_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.3,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.3",JDV_ObservationEnfant_OBP_CISIS,JDV_ObservationEnfant_OBP_CISIS,"JDV_ObservationEnfant_OBP_CISIS",,"Internal,LOINC,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.30,20220804000000,retired,"1.2.250.1.213.1.1.4.2.289.30",JDV_OBP_TypeEtablissement_CISIS,JDV_OBP_TypeEtablissement_CISIS,"JDV_OBP_TypeEtablissement_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.38,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.38",JDV_OBP_LesionTraumatiqueObstetricale_CISIS,JDV_OBP_LesionTraumatiqueObstetricale_CISIS,"JDV_OBP_LesionTraumatiqueObstetricale_CISIS",,"THO"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.39,20221231000000,retired,"1.2.250.1.213.1.1.4.2.289.39",JDV_OBP_TypePortageAgentInfectieux_CISIS,JDV_OBP_TypePortageAgentInfectieux_CISIS,"JDV_OBP_TypePortageAgentInfectieux_CISIS",,"THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.4,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.4",JDV_EtatPerinee_CISIS,JDV_EtatPerinee_CISIS,"JDV_EtatPerinee_CISIS",,"Internal,THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.40,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.40",JDV_OBP_TypeInfectionNN_CISIS,JDV_OBP_TypeInfectionNN_CISIS,"JDV_OBP_TypeInfectionNN_CISIS",,"THO"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.41,20220804000000,retired,"1.2.250.1.213.1.1.4.2.289.41",JDV_OBP_ModeSortie_CISIS,JDV_OBP_ModeSortie_CISIS,"JDV_OBP_ModeSortie_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.42,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.42",JDV_OBP_TypeAllaitementNN_CISIS,JDV_OBP_TypeAllaitementNN_CISIS,"JDV_OBP_TypeAllaitementNN_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.43,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.43",JDV_OBP_GesteReanimationNN_CISIS,JDV_OBP_GesteReanimationNN_CISIS,"JDV_OBP_GesteReanimationNN_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.44,20220804000000,retired,"1.2.250.1.213.1.1.4.2.289.44",JDV_OBP_PrelevementsPeriph_CISIS,JDV_OBP_PrelevementsPeriph_CISIS,"JDV_OBP_PrelevementsPeriph_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.45,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.45",JDV_GroupeRhesus_CISIS,JDV_GroupeRhesus_CISIS,"JDV_GroupeRhesus_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.46,20230427000000,retired,"1.2.250.1.213.1.1.4.2.289.46",JDV_OBP_StaticSAPActiveProblem_CISIS,JDV_OBP_StaticSAPActiveProblem_CISIS,"JDV_OBP_StaticSAPActiveProblem_CISIS",,"THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.47,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.47",JDV_OBP_StaticSCEprocedures_CISIS,JDV_OBP_StaticSCEprocedures_CISIS,"JDV_OBP_StaticSCEprocedures_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.48,20230427000000,retired,"1.2.250.1.213.1.1.4.2.289.48",JDV_OBP_TrimestreGrossesse_CISIS,JDV_OBP_TrimestreGrossesse_CISIS,"JDV_OBP_TrimestreGrossesse_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.49,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.49",JDV_OBP_Acte_CISIS,JDV_OBP_Acte_CISIS,"JDV_OBP_Acte_CISIS",,"Internal,LOINC,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.5,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.5",JDV_ModeAccouchement_CISIS,JDV_ModeAccouchement_CISIS,"JDV_ModeAccouchement_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.6,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.6",JDV_EtatNaissance_CISIS,JDV_EtatNaissance_CISIS,"JDV_EtatNaissance_CISIS",,"Internal,THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.289.7,20231205000000,retired,"1.2.250.1.213.1.1.4.2.289.7",JDV_TransfertMutation_CISIS,JDV_TransfertMutation_CISIS,"JDV_TransfertMutation_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.291,20100101000000,active,"1.2.250.1.213.1.1.4.2.291",JDV_TypeRencontre_CISIS,JDV_TypeRencontre_CISIS,"JDV_TypeRencontre_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.4,20230606000000,active,"1.2.250.1.213.1.1.4.2.4",JDV_UFCV_Lat_CISIS,JDV_UFCV_Lat_CISIS,"JDV_UFCV_Lat_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.6,20230803000000,active,"1.2.250.1.213.1.1.4.2.6",JDV_UFCV_NYHA_CISIS,JDV_UFCV_NYHA_CISIS,"JDV_UFCV_NYHA_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.7,20230427000000,active,"1.2.250.1.213.1.1.4.2.7",JDV_UFCV_PolarSnd_CISIS,JDV_UFCV_PolarSnd_CISIS,"JDV_UFCV_PolarSnd_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.8,20231114000000,active,"1.2.250.1.213.1.1.4.2.8",JDV_UFCV_VoieAbord_CISIS,JDV_UFCV_VoieAbord_CISIS,"JDV_UFCV_VoieAbord_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.9,20230427000000,active,"1.2.250.1.213.1.1.4.2.9",JDV_UFCV_ProtValv_CISIS,JDV_UFCV_ProtValv_CISIS,"JDV_UFCV_ProtValv_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.1,20241213000000,retired,"1.2.250.1.213.1.1.4.321.1",JDV_typeAdresseurUNV_CI_SIS,JDV_typeAdresseurUNV_CI_SIS,"JDV_typeAdresseurUNV_CI_SIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.10,20241213000000,retired,"1.2.250.1.213.1.1.4.321.10",AVC_CddFA,AVC_CddFA,"AVC_CddFA",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.11,20241213000000,retired,"1.2.250.1.213.1.1.4.321.11",AVC_autreSymptomeExNeuro,AVC_autreSymptomeExNeuro,"AVC_autreSymptomeExNeuro",,"THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.13,20241213000000,retired,"1.2.250.1.213.1.1.4.321.13",AVC_artereAnt,AVC_artereAnt,"AVC_artereAnt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.15,20241213000000,retired,"1.2.250.1.213.1.1.4.321.15",AVC_arterePost,AVC_arterePost,"AVC_arterePost",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.16,20241213000000,retired,"1.2.250.1.213.1.1.4.321.16",AVC_artereCervelet,AVC_artereCervelet,"AVC_artereCervelet",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.17,20241213000000,retired,"1.2.250.1.213.1.1.4.321.17",AVC_hemisphereProfond,AVC_hemisphereProfond,"AVC_hemisphereProfond",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.18,20241213000000,retired,"1.2.250.1.213.1.1.4.321.18",AVC_hemisphereLobaire,AVC_hemisphereLobaire,"AVC_hemisphereLobaire",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.19,20241213000000,retired,"1.2.250.1.213.1.1.4.321.19",AVC_cerveletLoc,AVC_cerveletLoc,"AVC_cerveletLoc",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.2,20241213000000,retired,"1.2.250.1.213.1.1.4.321.2",JDV_lateraliteManuelle_CISIS,JDV_lateraliteManuelle_CISIS,"JDV_lateraliteManuelle_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.20,20241213000000,retired,"1.2.250.1.213.1.1.4.321.20",AVC_artereTronc,AVC_artereTronc,"AVC_artereTronc",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.21,20241213000000,retired,"1.2.250.1.213.1.1.4.321.21",AVC_locaThromboseVeineuse,AVC_locaThromboseVeineuse,"AVC_locaThromboseVeineuse",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.22,20241213000000,retired,"1.2.250.1.213.1.1.4.321.22",AVC_statutEvt,AVC_statutEvt,"AVC_statutEvt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.23,20241213000000,retired,"1.2.250.1.213.1.1.4.321.23",AVC_NIHSSConsInt,AVC_NIHSSConsInt,"AVC_NIHSSConsInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.24,20241213000000,retired,"1.2.250.1.213.1.1.4.321.24",AVC_NIHSSLocqInt,AVC_NIHSSLocqInt,"AVC_NIHSSLocqInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.25,20241213000000,retired,"1.2.250.1.213.1.1.4.321.25",AVC_NIHSSLoccInt,AVC_NIHSSLoccInt,"AVC_NIHSSLoccInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.26,20241213000000,retired,"1.2.250.1.213.1.1.4.321.26",AVC_NIHSSOculInt,AVC_NIHSSOculInt,"AVC_NIHSSOculInt",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.27,20241213000000,retired,"1.2.250.1.213.1.1.4.321.27",AVC_NIHSSCvInt,AVC_NIHSSCvInt,"AVC_NIHSSCvInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.28,20241213000000,retired,"1.2.250.1.213.1.1.4.321.28",AVC_NIHSSPfInt,AVC_NIHSSPfInt,"AVC_NIHSSPfInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.29,20241213000000,retired,"1.2.250.1.213.1.1.4.321.29",AVC_NIHSSMsInt,AVC_NIHSSMsInt,"AVC_NIHSSMsInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.3,20241213000000,retired,"1.2.250.1.213.1.1.4.321.3",JDV_TopoTrouble_CISIS,JDV_TopoTrouble_CISIS,"JDV_TopoTrouble_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.30,20241213000000,retired,"1.2.250.1.213.1.1.4.321.30",AVC_NIHSSMiInt,AVC_NIHSSMiInt,"AVC_NIHSSMiInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.31,20241213000000,retired,"1.2.250.1.213.1.1.4.321.31",AVC_NIHSSAtaxInt,AVC_NIHSSAtaxInt,"AVC_NIHSSAtaxInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.32,20241213000000,retired,"1.2.250.1.213.1.1.4.321.32",AVC_NIHSSLangInt,AVC_NIHSSLangInt,"AVC_NIHSSLangInt",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.33,20241213000000,retired,"1.2.250.1.213.1.1.4.321.33",AVC_NIHSSNeglInt,AVC_NIHSSNeglInt,"AVC_NIHSSNeglInt",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.34,20241213000000,retired,"1.2.250.1.213.1.1.4.321.34",AVC_NIHSSSensInt,AVC_NIHSSSensInt,"AVC_NIHSSSensInt",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.35,20241213000000,retired,"1.2.250.1.213.1.1.4.321.35",AVC_NIHSSDysInt,AVC_NIHSSDysInt,"AVC_NIHSSDysInt",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.36,20241213000000,retired,"1.2.250.1.213.1.1.4.321.36",AVC_interpretationECG,AVC_interpretationECG,"AVC_interpretationECG",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.37,20241213000000,retired,"1.2.250.1.213.1.1.4.321.37",AVC_territoireInfarctus,AVC_territoireInfarctus,"AVC_territoireInfarctus",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.38,20241213000000,retired,"1.2.250.1.213.1.1.4.321.38",AVC_typeTraitementRt_PA,AVC_typeTraitementRt_PA,"AVC_typeTraitementRt_PA",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.39,20241213000000,retired,"1.2.250.1.213.1.1.4.321.39",AVC_typeAdminstrationRt,AVC_typeAdminstrationRt,"AVC_typeAdminstrationRt",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.4,20241213000000,retired,"1.2.250.1.213.1.1.4.321.4",JDV_lateralite_CISIS,JDV_lateralite_CISIS,"JDV_lateralite_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.40,20241213000000,retired,"1.2.250.1.213.1.1.4.321.40",AVC_causesAggravationNeuro,AVC_causesAggravationNeuro,"AVC_causesAggravationNeuro",,"THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.41,20241213000000,retired,"1.2.250.1.213.1.1.4.321.41",AVC_etiologieInfarctus,AVC_etiologieInfarctus,"AVC_etiologieInfarctus",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.42,20241213000000,retired,"1.2.250.1.213.1.1.4.321.42",AVC_raisonAbsenceEtiologie,AVC_raisonAbsenceEtiologie,"AVC_raisonAbsenceEtiologie",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.43,20241213000000,retired,"1.2.250.1.213.1.1.4.321.43",AVC_etiologieHemorragie,AVC_etiologieHemorragie,"AVC_etiologieHemorragie",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.44,20241213000000,retired,"1.2.250.1.213.1.1.4.321.44",AVC_typLesionImagerie,AVC_typLesionImagerie,"AVC_typLesionImagerie",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.45,20241213000000,retired,"1.2.250.1.213.1.1.4.321.45",modeSortie,modeSortie,"modeSortie",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.46,20241213000000,retired,"1.2.250.1.213.1.1.4.321.46",AVC_InterpretationScoreFisher,AVC_InterpretationScoreFisher,"AVC_InterpretationScoreFisher",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.47,20241213000000,retired,"1.2.250.1.213.1.1.4.321.47",interpretationScoreRankin,interpretationScoreRankin,"interpretationScoreRankin",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.48,20241213000000,retired,"1.2.250.1.213.1.1.4.321.48",interpretationScoreGlasgow,interpretationScoreGlasgow,"interpretationScoreGlasgow",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.5,20241213000000,retired,"1.2.250.1.213.1.1.4.321.5",AVC_TypeTroubleVisuel,AVC_TypeTroubleVisuel,"AVC_TypeTroubleVisuel",,"THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.6,20241213000000,retired,"1.2.250.1.213.1.1.4.321.6",AVC_autreSymptomesNeuro,AVC_autreSymptomesNeuro,"AVC_autreSymptomesNeuro",,"THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.7,20241213000000,retired,"1.2.250.1.213.1.1.4.321.7",AVC_typeDiabète,AVC_typeDiabète,"AVC_typeDiabète",,"THO,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.8,20241213000000,retired,"1.2.250.1.213.1.1.4.321.8",AVC_typeMigraine,AVC_typeMigraine,"AVC_typeMigraine",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.321.9,20241213000000,retired,"1.2.250.1.213.1.1.4.321.9",AVC_siteIntervention,AVC_siteIntervention,"AVC_siteIntervention",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.100,20221222000000,active,"1.2.250.1.213.1.1.5.100",JDV_AllergiesVaccins_CISIS,JDV_AllergiesVaccins_CISIS,"JDV_AllergiesVaccins_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.102,20100101000000,active,"1.2.250.1.213.1.1.5.102",JDV_BatterieExamen_CISIS,JDV_BatterieExamen_CISIS,"JDV_BatterieExamen_CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.103,20240719000000,active,"1.2.250.1.213.1.1.5.103",JDV_AntecedentsCSE9_CISIS,JDV_AntecedentsCSE9_CISIS,"JDV_AntecedentsCSE9_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.104,20240719000000,active,"1.2.250.1.213.1.1.5.104",JDV_AntecedentsCSE24_CISIS,JDV_AntecedentsCSE24_CISIS,"JDV_AntecedentsCSE24_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.105,20221216000000,active,"1.2.250.1.213.1.1.5.105",JDV_VaccinCSE8_CISIS,JDV_VaccinCSE8_CISIS,"JDV_VaccinCSE8_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.106,20231122000000,active,"1.2.250.1.213.1.1.5.106",JDV_VaccinCSE9_CISIS,JDV_VaccinCSE9_CISIS,"JDV_VaccinCSE9_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.107,20240712000000,active,"1.2.250.1.213.1.1.5.107",JDV_VaccinCSE24_CISIS,JDV_VaccinCSE24_CISIS,"JDV_VaccinCSE24_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.108,20100101000000,active,"1.2.250.1.213.1.1.5.108",JDV_NiveauEtude_CISIS,JDV_NiveauEtude_CISIS,"JDV_NiveauEtude_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.109,20100101000000,active,"1.2.250.1.213.1.1.5.109",JDV_Profession_CISIS,JDV_Profession_CISIS,"JDV_Profession_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.110,20230202000000,active,"1.2.250.1.213.1.1.5.110",JDV_Activite_CISIS,JDV_Activite_CISIS,"JDV_Activite_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.111,20230206000000,active,"1.2.250.1.213.1.1.5.111",JDV_DateCons_CISIS,JDV_DateCons_CISIS,"JDV_DateCons_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.112,20231017000000,active,"1.2.250.1.213.1.1.5.112",JDV_RechAgHbS_CISIS,JDV_RechAgHbS_CISIS,"JDV_RechAgHbS_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.113,20230803000000,active,"1.2.250.1.213.1.1.5.113",JDV_ModeDebutTravail_CISIS,JDV_ModeDebutTravail_CISIS,"JDV_ModeDebutTravail_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.114,20231109000000,active,"1.2.250.1.213.1.1.5.114",JDV_TypeAnalgesie_CISIS,JDV_TypeAnalgesie_CISIS,"JDV_TypeAnalgesie_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.115,20231017000000,active,"1.2.250.1.213.1.1.5.115",JDV_MethodeAccouchement_CISIS,JDV_MethodeAccouchement_CISIS,"JDV_MethodeAccouchement_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.116,20231017000000,active,"1.2.250.1.213.1.1.5.116",JDV_CauseCesarienne_CISIS,JDV_CauseCesarienne_CISIS,"JDV_CauseCesarienne_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.117,20230803000000,active,"1.2.250.1.213.1.1.5.117",JDV_TypePres_CISIS,JDV_TypePres_CISIS,"JDV_TypePres_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.118,20220225000000,retired,"1.2.250.1.213.1.1.5.118",JDV_TypeTransfert_CISIS,JDV_TypeTransfert_CISIS,"JDV_TypeTransfert_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.119,20231231000000,retired,"1.2.250.1.213.1.1.5.119",JDV_CertitudeDiagnostic_CISIS,JDV_CertitudeDiagnostic_CISIS,"JDV_CertitudeDiagnostic_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.12,20241213000000,retired,"1.2.250.1.213.1.1.5.12",JDV_ImmunizationCode_CISIS,JDV_ImmunizationCode_CISIS,"JDV_ImmunizationCode_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.120,20210201000000,retired,"1.2.250.1.213.1.1.5.120",JDV_DemConsult_CISIS,JDV_DemConsult_CISIS,"JDV_DemConsult_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.121,20230612000000,active,"1.2.250.1.213.1.1.5.121",JDV_CauseAccidentDom_CISIS,JDV_CauseAccidentDom_CISIS,"JDV_CauseAccidentDom_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.122,20240719000000,active,"1.2.250.1.213.1.1.5.122",JDV_AntecedentsObstetricaux_CISIS,JDV_AntecedentsObstetricaux_CISIS,"JDV_AntecedentsObstetricaux_CISIS",,"Internal,LOINC,THO"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.125,20231019000000,active,"1.2.250.1.213.1.1.5.125",JDV_CouvertureSociale_CISIS,JDV_CouvertureSociale_CISIS,"JDV_CouvertureSociale_CISIS",,"Internal"
